response,trait,term,use_env,estimate,std.error,statistic,p.value,standard,verdict,class,area_per_ng2018,area_per_ng2019,area_per_ng2021,freq.floral,mean.floral,max.floral,tests,analysis,en_alpha,step,lambda,dev.ratio,partial,conf_low,conf_high
eggs_per_flower,α-copaene,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
eggs_per_flower,α-copaene,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
eggs_per_flower,α-pinene,trait,FALSE,-0.028713136644828784,0.053848718601999315,-0.5332185684315005,0.5942337554406629,alpha_Pinene,fvoc,Monoterpenes,88099,43997,49928,0.9978165938864629,41.43749998916043,527.5547003099081,,,,,,,,,
eggs_per_flower,α-pinene,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
eggs_per_flower,α-pinene,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
eggs_per_flower,β-caryophyllene,trait,FALSE,-0.012243523503721689,0.0538673008279088,-0.22729045850721902,0.820335714817006,Caryophyllene,merge,Sesquiterpenes,200444,237272,243783,0.7532751091703057,3.994395182106699,107.7377979324998,,,,,,,,,
eggs_per_flower,β-caryophyllene,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
eggs_per_flower,β-caryophyllene,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
eggs_per_flower,Corolla length,trait,FALSE,-0.057677604895197014,0.05021922446212865,-1.148516439928157,0.25134972863363564,,,,,,,1,,,,,,,,,,,
eggs_per_flower,Corolla length,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
eggs_per_flower,Corolla length,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
eggs_per_flower,Corolla width,trait,FALSE,-0.03633977387125801,0.05192521257806548,-0.6998483408541469,0.4843987063616002,,,,,,,1,,,,,,,,,,,
eggs_per_flower,Corolla width,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
eggs_per_flower,Corolla width,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
eggs_per_flower,Flower number,trait,FALSE,0.06566181873935265,0.0485614483974978,1.352138803642767,0.1769255372002562,,,,,,,1,,,,,,,,,,,
eggs_per_flower,Flower number,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
eggs_per_flower,Flower number,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
eggs_per_flower,Inflorescence height,trait,FALSE,-0.0402138309415853,0.04745931467035411,-0.8473327358581778,0.39714146220891366,,,,,,,1,,,,,,,,,,,
eggs_per_flower,Inflorescence height,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
eggs_per_flower,Inflorescence height,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
eggs_per_flower,hexan-1-ol,trait,FALSE,0.033126432510962936,0.05384119848573416,0.6152617965913252,0.5387970908154016,Hexenol,newleaf,Aliphatics,297190,117398,130775,0.8100436681222707,4.887605884794063,30.66165329708317,,,,,,,,,
eggs_per_flower,hexan-1-ol,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
eggs_per_flower,hexan-1-ol,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
eggs_per_flower,limonene,trait,FALSE,-6.382118051706119e-4,0.053871418288693664,-0.011846946403944176,0.9905547355949269,alpha_Pinene,ambi,Monoterpenes,88099,43997,49928,0.8995633187772926,17.1993555689769,143.534908204673,,,,,,,,,
eggs_per_flower,limonene,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
eggs_per_flower,limonene,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
eggs_per_flower,methyl benzoate,trait,FALSE,-0.10312491953097672,0.05357773603190921,-1.9247718766906978,0.05509946112983158,Methyl_salicylate,bis14,Benzenoids,285941,210423,153261,0.9956331877729258,0.5883963659290214,4.182413806914723,,,,,,,,,
eggs_per_flower,methyl benzoate,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
eggs_per_flower,methyl benzoate,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
eggs_per_flower,Nectar production,trait,FALSE,-0.00616851880687353,0.05587793742561252,-0.11039274338079082,0.9121535513209783,,,,,,,1,,,,,,,,,,,
eggs_per_flower,Nectar production,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
eggs_per_flower,Nectar production,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
eggs_per_flower,Nectar concentration,trait,FALSE,0.19239628884997512,0.05578949200298088,3.44861159229941,6.287276814854396e-4,,,,,,,1,,,,,,,,,,,
eggs_per_flower,Nectar concentration,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
eggs_per_flower,Nectar concentration,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
eggs_per_flower,sabinene,trait,FALSE,-0.03962232368941919,0.05382817455048654,-0.7360889352147101,0.46218861812950096,alpha_Pinene,ambi,Monoterpenes,88099,43997,49928,0.9912663755458515,5.823232954173685,61.51962640759812,,,,,,,,,
eggs_per_flower,sabinene,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
eggs_per_flower,sabinene,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
eggs_per_flower,Sepal width,trait,FALSE,0.09645626028141632,0.04833643873338699,1.9955185530619566,0.0468472846082929,,,,,,,1,,,,,,,,,,,
eggs_per_flower,Sepal width,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
eggs_per_flower,Sepal width,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
eggs_per_flower,Style length,trait,FALSE,-0.14762632174843401,0.05003594961068061,-2.950405116662798,0.0033358855916836958,,,,,,,1,,,,,,,,,,,
eggs_per_flower,Style length,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
eggs_per_flower,Style length,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
prop_uninfested,(E)-4-oxohex-2-enal,trait,FALSE,-0.006548695116631912,0.01408877654309699,-0.4648164513504577,0.6423741592985206,Hexenol,keep_leaf,Aliphatics,297190,117398,130775,0.9039301310043668,1.1644873182506652,22.174669849831137,,,,,,,,,
prop_uninfested,(E)-4-oxohex-2-enal,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
prop_uninfested,(E)-4-oxohex-2-enal,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
prop_uninfested,(Z)-α-bergamotene,trait,FALSE,-0.005346935745266149,0.01409033751217704,-0.37947534902164426,0.7045827336993308,Caryophyllene,fvoc,Sesquiterpenes,200444,237272,243783,0.75764192139738,0.6240673488373436,5.700777429623835,,,,,,,,,
prop_uninfested,(Z)-α-bergamotene,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
prop_uninfested,(Z)-α-bergamotene,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
prop_uninfested,(Z)-β-ocimene,trait,FALSE,0.027896697562262672,0.014008248957643512,1.9914478709375747,0.04726839903082279,alpha_Pinene,merge,Monoterpenes,88099,43997,49928,0.9912663755458515,15.353374902855323,156.5377379957849,,,,,,,,,
prop_uninfested,(Z)-β-ocimene,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
prop_uninfested,(Z)-β-ocimene,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
prop_uninfested,2-methylbenzonitrile,trait,FALSE,0.011220873118169416,0.014079707751624515,0.7969535530220614,0.4260598218418611,Indole,merge,Benzenoids,138903,125163,110213,0.9672489082969432,0.2869207506154596,2.3713099342257387,,,,,,,,,
prop_uninfested,2-methylbenzonitrile,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
prop_uninfested,2-methylbenzonitrile,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
prop_uninfested,3-carene,trait,FALSE,0.034186062545116816,0.013965300568725098,2.447928877497671,0.014896498346356231,alpha_Pinene,ambi,Monoterpenes,88099,43997,49928,0.9716157205240175,9.837108982684905,73.68555700085194,,,,,,,,,
prop_uninfested,3-carene,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
prop_uninfested,3-carene,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
prop_uninfested,α-copaene,trait,FALSE,-0.01729732812319684,0.014060759997400066,-1.2301844371424615,0.21951774064166474,Caryophyllene,merge,Sesquiterpenes,200444,237272,243783,0.7641921397379913,0.5274015734603433,21.042498025554465,,,,,,,,,
prop_uninfested,α-copaene,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
prop_uninfested,α-copaene,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
prop_uninfested,α-pinene,trait,FALSE,-0.04300741493824024,0.013890082308499507,-3.096267824987869,0.0021303305653111127,alpha_Pinene,fvoc,Monoterpenes,88099,43997,49928,0.9978165938864629,41.43749998916043,527.5547003099081,,,,,,,,,
prop_uninfested,α-pinene,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
prop_uninfested,α-pinene,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
prop_uninfested,β-caryophyllene,trait,TRUE,-0.009451692618106758,0.11641773151389526,-0.08118774086384456,0.9353432447828747,Caryophyllene,merge,Sesquiterpenes,200444,237272,243783,0.7532751091703057,3.994395182106699,107.7377979324998,,,,,,,,,
prop_uninfested,β-caryophyllene,trait:precip_est_mm,TRUE,-8.81155877699528e-4,3.4441487725674324e-4,-2.558414098478889,0.010973683381339697,Caryophyllene,merge,Sesquiterpenes,200444,237272,243783,0.7532751091703057,3.994395182106699,107.7377979324998,,,,,,,,,
prop_uninfested,β-caryophyllene,trait:sun_date,TRUE,3.925915667287861e-4,8.473359647042672e-4,0.46332456437843567,0.643445719741347,Caryophyllene,merge,Sesquiterpenes,200444,237272,243783,0.7532751091703057,3.994395182106699,107.7377979324998,,,,,,,,,
prop_uninfested,Corolla length,trait,FALSE,-0.03433825098221062,0.012402335964856398,-2.768692210847411,0.005856516990102139,,,,,,,1,,,,,,,,,,,
prop_uninfested,Corolla length,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
prop_uninfested,Corolla length,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
prop_uninfested,Corolla width,trait,FALSE,-0.05704580530032518,0.012109582749333509,-4.71079858663709,3.347447186804386e-6,,,,,,,1,,,,,,,,,,,
prop_uninfested,Corolla width,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
prop_uninfested,Corolla width,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
prop_uninfested,Flower number,trait,FALSE,0.03636596314117373,0.012767249419375395,2.8483788439180375,0.004550372318906777,,,,,,,1,,,,,,,,,,,
prop_uninfested,Flower number,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
prop_uninfested,Flower number,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
prop_uninfested,Inflorescence height,trait,FALSE,-0.03528098287829231,0.012560126648956714,-2.8089671278293094,0.005162298332490737,,,,,,,1,,,,,,,,,,,
prop_uninfested,Inflorescence height,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
prop_uninfested,Inflorescence height,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
prop_uninfested,hexan-1-ol,trait,FALSE,0.023948340100909522,0.01403071250677989,1.706851315593364,0.0888048469689687,Hexenol,newleaf,Aliphatics,297190,117398,130775,0.8100436681222707,4.887605884794063,30.66165329708317,,,,,,,,,
prop_uninfested,hexan-1-ol,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
prop_uninfested,hexan-1-ol,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
prop_uninfested,limonene,trait,FALSE,0.00862906619612003,0.014085328163703099,0.6126279839440679,0.5405507662423272,alpha_Pinene,ambi,Monoterpenes,88099,43997,49928,0.8995633187772926,17.1993555689769,143.534908204673,,,,,,,,,
prop_uninfested,limonene,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
prop_uninfested,limonene,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
prop_uninfested,methyl benzoate,trait,FALSE,0.013040115485700375,0.01407488420526536,0.9264811912855467,0.35488344132099736,Methyl_salicylate,bis14,Benzenoids,285941,210423,153261,0.9956331877729258,0.5883963659290214,4.182413806914723,,,,,,,,,
prop_uninfested,methyl benzoate,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
prop_uninfested,methyl benzoate,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
prop_uninfested,Nectar production,trait,FALSE,-0.0424141039838919,0.013097690033905264,-3.2382888794968316,0.0013051971258670344,,,,,,,1,,,,,,,,,,,
prop_uninfested,Nectar production,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
prop_uninfested,Nectar production,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
prop_uninfested,Nectar concentration,trait,FALSE,0.026247208919343085,0.013810797339683985,1.9004846913453923,0.058165923073626,,,,,,,1,,,,,,,,,,,
prop_uninfested,Nectar concentration,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
prop_uninfested,Nectar concentration,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
prop_uninfested,sabinene,trait,FALSE,0.02119994324011532,0.014044311826476547,1.5095038832838266,0.1321416194546777,alpha_Pinene,ambi,Monoterpenes,88099,43997,49928,0.9912663755458515,5.823232954173685,61.51962640759812,,,,,,,,,
prop_uninfested,sabinene,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
prop_uninfested,sabinene,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
prop_uninfested,Sepal width,trait,FALSE,-0.021241519406768626,0.015143349671004242,-1.4026962242997576,0.16167687524248633,,,,,,,1,,,,,,,,,,,
prop_uninfested,Sepal width,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
prop_uninfested,Sepal width,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
prop_uninfested,Style length,trait,FALSE,-0.029776096163000653,0.012467954922002138,-2.3882101234144604,0.017337558822071046,,,,,,,1,,,,,,,,,,,
prop_uninfested,Style length,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
prop_uninfested,Style length,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
seeds_est,(E)-4-oxohex-2-enal,trait,FALSE,-0.06739187939062528,0.04981670372603171,-1.3527968402174644,0.1771291209083865,Hexenol,keep_leaf,Aliphatics,297190,117398,130775,0.9039301310043668,1.1644873182506652,22.174669849831137,,,,,,,,,
seeds_est,(E)-4-oxohex-2-enal,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
seeds_est,(E)-4-oxohex-2-enal,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
seeds_est,(Z)-α-bergamotene,trait,FALSE,0.06543630694738606,0.04982530730281471,1.3133146685818726,0.1900705830206811,Caryophyllene,fvoc,Sesquiterpenes,200444,237272,243783,0.75764192139738,0.6240673488373436,5.700777429623835,,,,,,,,,
seeds_est,(Z)-α-bergamotene,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
seeds_est,(Z)-α-bergamotene,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
seeds_est,(Z)-β-ocimene,trait,FALSE,0.10090120970885946,0.04962954892188953,2.03308738243148,0.04291510985540582,alpha_Pinene,merge,Monoterpenes,88099,43997,49928,0.9912663755458515,15.353374902855323,156.5377379957849,,,,,,,,,
seeds_est,(Z)-β-ocimene,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
seeds_est,(Z)-β-ocimene,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
seeds_est,2-methylbenzonitrile,trait,FALSE,0.028454334584412107,0.0499401727614611,0.5697684451418309,0.5692569433694599,Indole,merge,Benzenoids,138903,125163,110213,0.9672489082969432,0.2869207506154596,2.3713099342257387,,,,,,,,,
seeds_est,2-methylbenzonitrile,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
seeds_est,2-methylbenzonitrile,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
seeds_est,3-carene,trait,FALSE,0.08258396145408688,0.04974117357617973,1.660273683080832,0.09789387699914534,alpha_Pinene,ambi,Monoterpenes,88099,43997,49928,0.9716157205240175,9.837108982684905,73.68555700085194,,,,,,,,,
seeds_est,3-carene,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
seeds_est,3-carene,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
seeds_est,α-copaene,trait,FALSE,0.018140514466778144,0.04995604966358791,0.363129482593986,0.7167613591514845,Caryophyllene,merge,Sesquiterpenes,200444,237272,243783,0.7641921397379913,0.5274015734603433,21.042498025554465,,,,,,,,,
seeds_est,α-copaene,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
seeds_est,α-copaene,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
seeds_est,α-pinene,trait,FALSE,0.09786191866116248,0.0496496309377203,1.971050273947029,0.049627944075140734,alpha_Pinene,fvoc,Monoterpenes,88099,43997,49928,0.9978165938864629,41.43749998916043,527.5547003099081,,,,,,,,,
seeds_est,α-pinene,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
seeds_est,α-pinene,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
seeds_est,β-caryophyllene,trait,FALSE,0.021109883889165987,0.049952199631727597,0.4226016881098035,0.6728856336004783,Caryophyllene,merge,Sesquiterpenes,200444,237272,243783,0.7532751091703057,3.994395182106699,107.7377979324998,,,,,,,,,
seeds_est,β-caryophyllene,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
seeds_est,β-caryophyllene,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
seeds_est,Corolla length,trait,FALSE,0.09050518213428632,0.04546972976977986,1.9904490876134033,0.04718765504658832,,,,,,,1,,,,,,,,,,,
seeds_est,Corolla length,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
seeds_est,Corolla length,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
seeds_est,Corolla width,trait,TRUE,-0.2255921328781741,0.3798077543849283,-0.5939639996121315,0.5528814343101818,,,,,,,1,,,,,,,,,,,
seeds_est,Corolla width,trait:precip_est_mm,TRUE,-0.0028633629666537,9.423817755560454e-4,-3.0384320250295525,0.002538654345325727,,,,,,,1,,,,,,,,,,,
seeds_est,Corolla width,trait:sun_date,TRUE,0.00422192052886509,0.0027794925924864394,1.5189536897050349,0.12958646106297694,,,,,,,1,,,,,,,,,,,
seeds_est,Flower number,trait,TRUE,-0.1267732275559688,0.24901916611483088,-0.5090902420639764,0.6109140035887459,,,,,,,1,,,,,,,,,,,
seeds_est,Flower number,trait:precip_est_mm,TRUE,-2.9708317754206543e-4,5.817798458254234e-4,-0.5106453578166957,0.6098252338323734,,,,,,,1,,,,,,,,,,,
seeds_est,Flower number,trait:sun_date,TRUE,0.005925327600316921,0.0018501775608910924,3.2025724047064617,0.0014490242153698775,,,,,,,1,,,,,,,,,,,
seeds_est,Inflorescence height,trait,FALSE,0.408607784789184,0.03869870440088946,10.558694176329904,1.8788447978999354e-23,,,,,,,1,,,,,,,,,,,
seeds_est,Inflorescence height,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
seeds_est,Inflorescence height,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
seeds_est,hexan-1-ol,trait,FALSE,0.004427718862018938,0.049966271252825996,0.08861415412839145,0.9294470988038936,Hexenol,newleaf,Aliphatics,297190,117398,130775,0.8100436681222707,4.887605884794063,30.66165329708317,,,,,,,,,
seeds_est,hexan-1-ol,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
seeds_est,hexan-1-ol,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
seeds_est,limonene,trait,FALSE,0.11402645803881234,0.049535663561053676,2.3019063406362266,0.02201846000508911,alpha_Pinene,ambi,Monoterpenes,88099,43997,49928,0.8995633187772926,17.1993555689769,143.534908204673,,,,,,,,,
seeds_est,limonene,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
seeds_est,limonene,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
seeds_est,methyl benzoate,trait,FALSE,0.1031102591144818,0.049614561993307646,2.078225725914703,0.03853008203612253,Methyl_salicylate,bis14,Benzenoids,285941,210423,153261,0.9956331877729258,0.5883963659290214,4.182413806914723,,,,,,,,,
seeds_est,methyl benzoate,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
seeds_est,methyl benzoate,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
seeds_est,Nectar production,trait,FALSE,0.05911737403675463,0.04869030916160959,1.2141507222830774,0.2254730087378548,,,,,,,1,,,,,,,,,,,
seeds_est,Nectar production,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
seeds_est,Nectar production,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
seeds_est,Nectar concentration,trait,TRUE,0.8715573687120155,0.45034501021711765,1.935310370801767,0.05378857062299202,,,,,,,1,,,,,,,,,,,
seeds_est,Nectar concentration,trait:precip_est_mm,TRUE,4.3818880897178545e-4,0.0010039391592905034,0.43646948614043407,0.6627756313602509,,,,,,,1,,,,,,,,,,,
seeds_est,Nectar concentration,trait:sun_date,TRUE,-0.0073214443383680895,0.003589073489357733,-2.039926003208774,0.04213706222203264,,,,,,,1,,,,,,,,,,,
seeds_est,sabinene,trait,FALSE,0.055582508474146954,0.04986478592096959,1.1146645362568959,0.265877545765225,alpha_Pinene,ambi,Monoterpenes,88099,43997,49928,0.9912663755458515,5.823232954173685,61.51962640759812,,,,,,,,,
seeds_est,sabinene,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
seeds_est,sabinene,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
seeds_est,Sepal width,trait,FALSE,0.02214395530441748,0.0565984586419937,0.39124661405509703,0.695892684787198,,,,,,,1,,,,,,,,,,,
seeds_est,Sepal width,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
seeds_est,Sepal width,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
seeds_est,Style length,trait,FALSE,0.1546324922295333,0.045316732975157134,3.4122603744251294,7.070560943459779e-4,,,,,,,1,,,,,,,,,,,
seeds_est,Style length,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
seeds_est,Style length,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
seeds_initiated_per_flower,(E)-4-oxohex-2-enal,trait,TRUE,0.5202961605888374,0.3188293387469456,1.6318954919070223,0.10375422015396524,Hexenol,keep_leaf,Aliphatics,297190,117398,130775,0.9039301310043668,1.1644873182506652,22.174669849831137,,,,,,,,,
seeds_initiated_per_flower,(E)-4-oxohex-2-enal,trait:precip_est_mm,TRUE,-0.0016124297378496578,7.781450173815223e-4,-2.0721455536341087,0.0391088282841986,Hexenol,keep_leaf,Aliphatics,297190,117398,130775,0.9039301310043668,1.1644873182506652,22.174669849831137,,,,,,,,,
seeds_initiated_per_flower,(E)-4-oxohex-2-enal,trait:sun_date,TRUE,-0.0024407198410666634,0.002456903728624908,-0.9934128930777021,0.32131202989233515,Hexenol,keep_leaf,Aliphatics,297190,117398,130775,0.9039301310043668,1.1644873182506652,22.174669849831137,,,,,,,,,
seeds_initiated_per_flower,(Z)-α-bergamotene,trait,FALSE,-0.0037352011734918433,0.03793981475011169,-0.09845069613791003,0.9216395172574423,Caryophyllene,fvoc,Sesquiterpenes,200444,237272,243783,0.75764192139738,0.6240673488373436,5.700777429623835,,,,,,,,,
seeds_initiated_per_flower,(Z)-α-bergamotene,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
seeds_initiated_per_flower,(Z)-α-bergamotene,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
seeds_initiated_per_flower,(Z)-β-ocimene,trait,FALSE,-0.031959945065151395,0.03789596951891499,-0.8433600055857985,0.3996924103223818,alpha_Pinene,merge,Monoterpenes,88099,43997,49928,0.9912663755458515,15.353374902855323,156.5377379957849,,,,,,,,,
seeds_initiated_per_flower,(Z)-β-ocimene,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
seeds_initiated_per_flower,(Z)-β-ocimene,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
seeds_initiated_per_flower,2-methylbenzonitrile,trait,FALSE,0.010361616731176675,0.03793575167189236,0.2731359278391176,0.7849347990163422,Indole,merge,Benzenoids,138903,125163,110213,0.9672489082969432,0.2869207506154596,2.3713099342257387,,,,,,,,,
